"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr2",233832912,233833207,296,"*","MYC_A549_peak_5268",228,".",10.7977,27.1898,22.8647,98,"Exon (ENST00000610772.4/339766, exon 42 of 42)",2,233828555,233833418,4864,1,"339766","ENST00000487979.1",4357,"ENSG00000185038","MROH2A","maestro heat like repeat family member 2A"
"chr2",233833513,233833665,153,"*","MYC_A549_peak_5269",52,".",5.89222,8.96701,5.28423,77,"3' UTR",2,233828555,233833418,4864,1,"339766","ENST00000487979.1",4958,"ENSG00000185038","MROH2A","maestro heat like repeat family member 2A"
"chr2",233974621,233974887,267,"*","MYC_A549_peak_5270",81,".",6.80842,12.0302,8.15923,108,"Intron (ENST00000324695.9/79054, intron 17 of 25)",2,233980122,233985795,5674,1,"79054","ENST00000477103.1",-5235,"ENSG00000144481","TRPM8","transient receptor potential cation channel subfamily M member 8"
"chr2",234252083,234252287,205,"*","MYC_A549_peak_5271",91,".",7.11382,13.1024,9.1716,79,"Distal Intergenic",2,234050837,234056278,5442,1,"6694","ENST00000492481.1",201246,"ENSG00000072080","SPP2","secreted phosphoprotein 2"
"chr2",234258212,234258524,313,"*","MYC_A549_peak_5272",604,".",22.3839,65.1367,60.4665,137,"Distal Intergenic",2,234444590,234454595,10006,2,"105373934","ENST00000439798.1",196071,"ENSG00000231682","LINC01891","long intergenic non-protein coding RNA 1891"
"chr2",234305006,234305227,222,"*","MYC_A549_peak_5273",158,".",9.55702,19.9868,15.8076,126,"Distal Intergenic",2,234444590,234454595,10006,2,"105373934","ENST00000439798.1",149368,"ENSG00000231682","LINC01891","long intergenic non-protein coding RNA 1891"
"chr2",234308085,234308409,325,"*","MYC_A549_peak_5274",35,".",4.97601,7.06977,3.55919,180,"Distal Intergenic",2,234444590,234454595,10006,2,"105373934","ENST00000439798.1",146186,"ENSG00000231682","LINC01891","long intergenic non-protein coding RNA 1891"
"chr2",234308958,234309112,155,"*","MYC_A549_peak_5275",52,".",5.58682,8.96701,5.28423,57,"Distal Intergenic",2,234444590,234454595,10006,2,"105373934","ENST00000439798.1",145483,"ENSG00000231682","LINC01891","long intergenic non-protein coding RNA 1891"
"chr2",234422210,234422641,432,"*","MYC_A549_peak_5276",297,".",14.138,34.1802,29.76,152,"Distal Intergenic",2,234444590,234454595,10006,2,"105373934","ENST00000439798.1",31954,"ENSG00000231682","LINC01891","long intergenic non-protein coding RNA 1891"
"chr2",234464076,234464183,108,"*","MYC_A549_peak_5277",52,".",5.58682,8.96701,5.28423,79,"Distal Intergenic",2,234444590,234454595,10006,2,"105373934","ENST00000439798.1",-9481,"ENSG00000231682","LINC01891","long intergenic non-protein coding RNA 1891"
"chr2",234823923,234824034,112,"*","MYC_A549_peak_5278",35,".",4.97601,7.06977,3.55919,75,"Intron (ENST00000669419.1/101927896, intron 4 of 5)",2,234887369,234888526,1158,2,"101927896","ENST00000434572.1",64492,NA,"LOC101927896","uncharacterized LOC101927896"
"chr2",234840372,234840518,147,"*","MYC_A549_peak_5279",123,".",8.64082,16.4541,12.3805,83,"Intron (ENST00000669419.1/101927896, intron 3 of 5)",2,234887369,234888526,1158,2,"101927896","ENST00000434572.1",48008,NA,"LOC101927896","uncharacterized LOC101927896"
"chr2",234981360,234981611,252,"*","MYC_A549_peak_5280",35,".",4.97601,7.06977,3.55919,81,"Promoter (<=1kb)",2,234981624,235041288,59665,1,"23677","ENST00000446904.5",-13,"ENSG00000130147","SH3BP4","SH3 domain binding protein 4"
"chr2",235027497,235027712,216,"*","MYC_A549_peak_5281",27,".",4.36521,6.17104,2.74794,73,"Intron (ENST00000392011.7/23677, intron 2 of 5)",2,234994840,235040942,46103,1,"23677","ENST00000454947.1",32657,"ENSG00000130147","SH3BP4","SH3 domain binding protein 4"
"chr2",235136106,235136252,147,"*","MYC_A549_peak_5282",96,".",6.0487,13.5895,9.63629,66,"Distal Intergenic",2,235177896,235178905,1010,1,"124907998","ENST00000449362.1",-41644,"ENSG00000235293","LOC124907998","uncharacterized LOC124907998"
"chr2",235142808,235142907,100,"*","MYC_A549_peak_5283",18,".",3.68369,5.08049,1.82808,73,"Distal Intergenic",2,235177896,235178905,1010,1,"124907998","ENST00000449362.1",-34989,"ENSG00000235293","LOC124907998","uncharacterized LOC124907998"
"chr2",235263378,235263927,550,"*","MYC_A549_peak_5284",335,".",13.7348,38.0296,33.5766,313,"Distal Intergenic",2,235177896,235178905,1010,1,"124907998","ENST00000449362.1",85482,"ENSG00000235293","LOC124907998","uncharacterized LOC124907998"
"chr2",235595614,235595713,100,"*","MYC_A549_peak_5285",18,".",3.94141,5.08049,1.82808,15,"Intron (ENST00000304032.13/116987, intron 1 of 17)",2,235524324,235744811,220488,1,"116987","ENST00000402604.6",71290,"ENSG00000157985","AGAP1","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
"chr2",235703195,235703417,223,"*","MYC_A549_peak_5286",380,".",16.5812,42.5822,38.0896,91,"Intron (ENST00000304032.13/116987, intron 1 of 17)",2,235669604,236126554,456951,1,"116987","ENST00000409538.5",33591,"ENSG00000157985","AGAP1","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"
"chr2",236770178,236770489,312,"*","MYC_A549_peak_5287",81,".",6.80842,12.0302,8.15923,107,"Distal Intergenic",2,236569825,236582354,12530,1,"57007","ENST00000272928.4",200353,"ENSG00000144476","ACKR3","atypical chemokine receptor 3"
"chr2",237025153,237025260,108,"*","MYC_A549_peak_5288",52,".",5.58682,8.96701,5.28423,61,"Intron (ENST00000662924.1/105373951, intron 1 of 2)",2,237048599,237056167,7569,2,"93463","ENST00000244820.2",30907,"ENSG00000124835","LOC93463","uncharacterized LOC93463"
"chr2",237122399,237122535,137,"*","MYC_A549_peak_5289",39,".",4.9723,7.53305,3.98364,81,"Distal Intergenic",2,237096678,237098160,1483,1,"10920","ENST00000465362.1",25721,"ENSG00000198612","COPS8","COP9 signalosome subunit 8"
"chr2",237128331,237128704,374,"*","MYC_A549_peak_5290",102,".",7.72462,14.1979,10.2218,99,"Distal Intergenic",2,237096678,237098160,1483,1,"10920","ENST00000465362.1",31653,"ENSG00000198612","COPS8","COP9 signalosome subunit 8"
"chr2",237184148,237184510,363,"*","MYC_A549_peak_5291",112,".",8.03002,15.3155,11.2865,200,"Distal Intergenic",2,237257091,237257676,586,1,"105373953","ENST00000445534.2",-72581,NA,"LOC105373953","uncharacterized LOC105373953"
"chr2",237475697,237476033,337,"*","MYC_A549_peak_5292",52,".",5.58682,8.96701,5.28423,156,"Distal Intergenic",2,237485428,237511050,25623,1,"79083","ENST00000422695.5",-9395,"ENSG00000115648","MLPH","melanophilin"
"chr2",237483382,237483677,296,"*","MYC_A549_peak_5293",52,".",5.58682,8.96701,5.28423,198,"Promoter (1-2kb)",2,237485428,237511050,25623,1,"79083","ENST00000422695.5",-1751,"ENSG00000115648","MLPH","melanophilin"
"chr2",237487015,237487333,319,"*","MYC_A549_peak_5294",114,".",6.62857,15.4524,11.4196,188,"Promoter (<=1kb)",2,237487251,237510711,23461,1,"79083","ENST00000477222.5",0,"ENSG00000115648","MLPH","melanophilin"
"chr2",237500732,237501165,434,"*","MYC_A549_peak_5295",25,".",3.25931,5.85335,2.5019,343,"Intron (ENST00000422695.5/79083, intron 4 of 5)",2,237510070,237518572,8503,1,"79083","ENST00000477501.5",-8905,"ENSG00000115648","MLPH","melanophilin"
"chr2",237502401,237502549,149,"*","MYC_A549_peak_5296",52,".",5.89222,8.96701,5.28423,85,"Intron (ENST00000422695.5/79083, intron 4 of 5)",2,237510070,237518572,8503,1,"79083","ENST00000477501.5",-7521,"ENSG00000115648","MLPH","melanophilin"
"chr2",237502612,237502822,211,"*","MYC_A549_peak_5297",44,".",5.28141,8.00258,4.40735,131,"Intron (ENST00000422695.5/79083, intron 4 of 5)",2,237510070,237518572,8503,1,"79083","ENST00000477501.5",-7248,"ENSG00000115648","MLPH","melanophilin"
"chr2",237731792,237731939,148,"*","MYC_A549_peak_5298",91,".",7.41922,13.1024,9.1716,72,"Intron (ENST00000308482.14/9208, intron 8 of 23)",2,237727876,237780828,52953,1,"9208","ENST00000698098.1",3916,"ENSG00000124831","LRRFIP1","LRR binding FLII interacting protein 1"
"chr2",237923762,237923876,115,"*","MYC_A549_peak_5299",30,".",2.55659,6.48095,3.03314,63,"Intron (ENST00000686788.1/105373960, intron 1 of 1)",2,237923437,237962730,39294,2,"105373960","ENST00000686788.1",38854,NA,"LOC105373960","uncharacterized LOC105373960"
"chr2",237966841,237967013,173,"*","MYC_A549_peak_5300",135,".",5.55498,17.6823,13.5667,87,"Promoter (<=1kb)",2,237966945,238041886,74942,1,"140739","ENST00000441728.6",0,"ENSG00000184182","UBE2F","ubiquitin conjugating enzyme E2 F (putative)"
"chr2",238061755,238061940,186,"*","MYC_A549_peak_5301",86,".",6.7434,12.5708,8.67915,44,"Promoter (<=1kb)",2,238061293,238081726,20434,1,"51540","ENST00000480859.5",462,"ENSG00000132330","SCLY","selenocysteine lyase"
"chr2",238141997,238142122,126,"*","MYC_A549_peak_5302",73,".",6.00318,11.2084,7.38215,66,"Intron (ENST00000409223.2/377007, intron 2 of 7)",2,238138668,238152947,14280,1,"377007","ENST00000409223.2",3329,"ENSG00000168427","KLHL30","kelch like family member 30"
"chr2",238285655,238286057,403,"*","MYC_A549_peak_5303",48,".",4.69567,8.44714,4.81758,313,"Promoter (2-3kb)",2,238244044,238288610,44567,2,"8864","ENST00000254657.8",2553,"ENSG00000132326","PER2","period circadian regulator 2"
"chr2",238287767,238287915,149,"*","MYC_A549_peak_5304",83,".",6.51862,12.1886,8.31048,98,"Promoter (<=1kb)",2,238244044,238288610,44567,2,"8864","ENST00000254657.8",695,"ENSG00000132326","PER2","period circadian regulator 2"
"chr2",238288848,238289079,232,"*","MYC_A549_peak_5305",96,".",5.06335,13.5501,9.60143,123,"Promoter (<=1kb)",2,238244044,238288826,44783,2,"8864","ENST00000707130.1",-22,"ENSG00000132326","PER2","period circadian regulator 2"
"chr2",238289191,238289293,103,"*","MYC_A549_peak_5306",53,".",4.76972,9.02306,5.338,68,"Promoter (<=1kb)",2,238289127,238300185,11059,1,"112268433","ENST00000637634.1",64,NA,"LOC112268433","uncharacterized LOC112268433"
"chr2",238290103,238290577,475,"*","MYC_A549_peak_5307",123,".",8.33542,16.4541,12.3805,165,"Promoter (<=1kb)",2,238275863,238290102,14240,2,"8864","ENST00000431832.1",-1,"ENSG00000132326","PER2","period circadian regulator 2"
"chr2",238439402,238439516,115,"*","MYC_A549_peak_5308",56,".",5.48774,9.31879,5.61176,87,"Intron (ENST00000463352.5/51665, intron 3 of 3)",2,238435169,238446397,11229,1,"51665","ENST00000468122.1",4233,"ENSG00000065802","ASB1","ankyrin repeat and SOCS box containing 1"
"chr2",238439578,238439703,126,"*","MYC_A549_peak_5309",21,".",3.53593,5.46828,2.1451,96,"Intron (ENST00000463352.5/51665, intron 3 of 3)",2,238435169,238446397,11229,1,"51665","ENST00000468122.1",4409,"ENSG00000065802","ASB1","ankyrin repeat and SOCS box containing 1"
"chr2",238529318,238529493,176,"*","MYC_A549_peak_5310",35,".",4.97601,7.06977,3.55919,105,"Intron (ENST00000446979.1/151171, intron 2 of 2)",2,238554541,238740849,186309,1,"105373962","ENST00000653335.1",-25048,NA,"LINC01937","long intergenic non-protein coding RNA 1937"
"chr2",238970585,238970776,192,"*","MYC_A549_peak_5311",64,".",4.68433,10.2238,6.46369,118,"Distal Intergenic",2,238919302,238926269,6968,2,"401039","ENST00000455228.1",-44316,"ENSG00000227744","LINC01940","long intergenic non-protein coding RNA 1940"
"chr2",239275231,239275341,111,"*","MYC_A549_peak_5312",50,".",4.22043,8.71601,5.07167,73,"Intron (ENST00000345617.7/9759, intron 2 of 26)",2,239094890,239298530,203641,2,"9759","ENST00000535493.5",23189,"ENSG00000068024","HDAC4","histone deacetylase 4"
"chr2",239401431,239401712,282,"*","MYC_A549_peak_5313",41,".",2.85382,7.67859,4.11488,236,"Promoter (<=1kb)",2,239401436,239402357,922,1,"101928111","ENST00000409526.1",0,"ENSG00000222020","HDAC4-AS1","HDAC4 antisense RNA 1"
"chr2",239927520,239927642,123,"*","MYC_A549_peak_5314",18,".",3.68369,5.08049,1.82808,49,"Intron (ENST00000419408.5/4705, intron 4 of 5)",2,239943015,239943094,80,2,"100616417","ENST00000583954.1",15452,"ENSG00000264279","MIR4786","microRNA 4786"
"chr2",240370258,240370417,160,"*","MYC_A549_peak_5315",81,".",6.80842,12.0302,8.15923,87,"Distal Intergenic",2,240435663,240468076,32414,1,"2817","ENST00000264039.7",-65246,"ENSG00000063660","GPC1","glypican 1"
"chr2",240374335,240374507,173,"*","MYC_A549_peak_5316",71,".",6.50302,10.9826,7.17314,95,"Distal Intergenic",2,240435663,240468076,32414,1,"2817","ENST00000264039.7",-61156,"ENSG00000063660","GPC1","glypican 1"
"chr2",240433966,240434224,259,"*","MYC_A549_peak_5317",123,".",8.33542,16.4541,12.3805,167,"Promoter (1-2kb)",2,240435663,240468076,32414,1,"2817","ENST00000264039.7",-1439,"ENSG00000063660","GPC1","glypican 1"
"chr2",240435318,240435482,165,"*","MYC_A549_peak_5318",35,".",4.97601,7.06977,3.55919,79,"Promoter (<=1kb)",2,240435663,240468076,32414,1,"2817","ENST00000264039.7",-181,"ENSG00000063660","GPC1","glypican 1"
"chr2",240560107,240560450,344,"*","MYC_A549_peak_5319",455,".",16.0005,50.0764,45.5358,134,"Promoter (<=1kb)",2,240560357,240565256,4900,1,"285193","ENST00000405954.2",0,"ENSG00000188542","DUSP28","dual specificity phosphatase 28"
"chr2",240560824,240561109,286,"*","MYC_A549_peak_5320",125,".",6.32919,16.6239,12.5477,189,"Promoter (<=1kb)",2,240479427,240561064,81638,2,"51281","ENST00000403283.6",0,"ENSG00000144504","ANKMY1","ankyrin repeat and MYND domain containing 1"
"chr2",240579870,240580001,132,"*","MYC_A549_peak_5321",123,".",6.82186,16.4086,12.3463,64,"3' UTR",2,240575502,240578724,3223,1,"57140","ENST00000437406.1",4368,"ENSG00000142327","RNPEPL1","arginyl aminopeptidase like 1"
"chr2",240586275,240586530,256,"*","MYC_A549_peak_5322",81,".",4.80563,12.0029,8.1423,78,"Promoter (<=1kb)",2,240582700,240586699,4000,2,"101752400","ENST00000567819.1",169,"ENSG00000260942","CAPN10-DT","CAPN10 divergent transcript"
"chr2",241093453,241093570,118,"*","MYC_A549_peak_5323",44,".",5.28141,8.00258,4.40735,25,"Promoter (<=1kb)",2,241089169,241094376,5208,2,"130916","ENST00000449133.1",806,"ENSG00000122085","MTERF4","mitochondrial transcription termination factor 4"
"chr2",241271935,241272073,139,"*","MYC_A549_peak_5324",90,".",6.98423,12.9759,9.06741,61,"Promoter (<=1kb)",2,241262720,241271971,9252,2,"3069","ENST00000444092.5",0,"ENSG00000115677","HDLBP","high density lipoprotein binding protein"
"chr2",241314859,241315059,201,"*","MYC_A549_peak_5325",35,".",3.51703,7.09102,3.57525,90,"Promoter (<=1kb)",2,241315100,241354024,38925,1,"4735","ENST00000391973.6",-41,"ENSG00000168385","SEPTIN2","septin 2"
"chr2",241315579,241315741,163,"*","MYC_A549_peak_5326",20,".",2.83106,5.34426,2.03672,127,"Promoter (<=1kb)",2,241227291,241315672,88382,2,"3069","ENST00000310931.10",0,"ENSG00000115677","HDLBP","high density lipoprotein binding protein"
"chr2",241356255,241356366,112,"*","MYC_A549_peak_5327",47,".",5.23842,8.40061,4.78479,49,"Promoter (<=1kb)",2,241356285,241494841,138557,1,"9855","ENST00000264042.8",0,"ENSG00000006607","FARP2","FERM, ARH/RhoGEF and pleckstrin domain protein 2"
"chr2",241508624,241508990,367,"*","MYC_A549_peak_5328",96,".",5.06335,13.5501,9.60143,158,"Promoter (<=1kb)",2,241494707,241508695,13989,2,"10494","ENST00000535007.5",0,"ENSG00000115694","STK25","serine/threonine kinase 25"
"chr2",241558923,241559022,100,"*","MYC_A549_peak_5329",44,".",5.28141,8.00258,4.40735,49,"Promoter (<=1kb)",2,241544403,241558977,14575,2,"100379249","ENST00000434306.1",0,NA,"BOK-AS1","BOK antisense RNA 1"
"chr2",241636192,241636578,387,"*","MYC_A549_peak_5330",87,".",5.85541,12.6839,8.78517,170,"Promoter (<=1kb)",2,241584405,241637158,52754,2,"51078","ENST00000407315.6",580,"ENSG00000176946","THAP4","THAP domain containing 4"
"chr2",241687139,241687439,301,"*","MYC_A549_peak_5331",91,".",5.72025,13.0466,9.1348,240,"Promoter (<=1kb)",2,241687085,241721805,34721,1,"84289","ENST00000636051.1",54,"ENSG00000168395","ING5","inhibitor of growth family member 5"
"chr2",241701209,241702131,923,"*","MYC_A549_peak_5332",685,".",17.8534,73.2825,68.5211,304,"Promoter (<=1kb)",2,241702035,241712380,10346,1,"84289","ENST00000492488.5",0,"ENSG00000168395","ING5","inhibitor of growth family member 5"
"chr2",241735372,241735513,142,"*","MYC_A549_peak_5333",61,".",4.95829,9.83641,6.10576,71,"Promoter (<=1kb)",2,241735132,241736243,1112,1,"728294","ENST00000463932.1",240,"ENSG00000180902","D2HGDH","D-2-hydroxyglutarate dehydrogenase"
"chr2",241881805,241881931,127,"*","MYC_A549_peak_5334",36,".",4.7752,7.19831,3.67682,78,"Promoter (<=1kb)",2,241881911,241977275,95365,1,"102723927","ENST00000715650.1",0,"ENSG00000233806","LINC01238","long intergenic non-protein coding RNA 1238"
"chr20",267084,267233,150,"*","MYC_A549_peak_5335",77,".",4.2099,11.6068,7.76583,71,"Exon (ENST00000608495.1/ENST00000608495.1, exon 1 of 1)",20,257724,261096,3373,1,"400830","ENST00000382376.4",9360,"ENSG00000186458","DEFB132","defensin beta 132"
"chr20",290483,290681,199,"*","MYC_A549_peak_5336",37,".",3.91117,7.28745,3.75842,124,"Promoter (<=1kb)",20,270863,290429,19567,2,"140680","ENST00000382369.9",-54,"ENSG00000196476","C20orf96","chromosome 20 open reading frame 96"
"chr20",297377,297601,225,"*","MYC_A549_peak_5337",112,".",5.11317,15.306,11.2839,126,"Promoter (<=1kb)",20,297570,300321,2752,1,"85364","ENST00000500893.4",0,"ENSG00000247315","ZCCHC3","zinc finger CCHC-type containing 3"
"chr20",324231,324698,468,"*","MYC_A549_peak_5338",648,".",12.8448,69.5381,64.8237,284,"Promoter (<=1kb)",20,316860,324461,7602,2,"100507459","ENST00000657126.1",0,"ENSG00000225377","NRSN2-AS1","NRSN2 antisense RNA 1"
"chr20",325405,325558,154,"*","MYC_A549_peak_5339",54,".",4.03247,9.09299,5.40231,32,"Promoter (<=1kb)",20,325552,330224,4673,1,"6666","ENST00000342665.5",0,"ENSG00000177732","SOX12","SRY-box transcription factor 12"
"chr20",326183,326338,156,"*","MYC_A549_peak_5340",152,".",7.59502,19.3689,15.2113,62,"Promoter (<=1kb)",20,325552,330224,4673,1,"6666","ENST00000342665.5",631,"ENSG00000177732","SOX12","SRY-box transcription factor 12"
"chr20",327098,327416,319,"*","MYC_A549_peak_5341",252,".",8.8594,29.6308,25.2685,135,"Promoter (1-2kb)",20,325552,330224,4673,1,"6666","ENST00000342665.5",1546,"ENSG00000177732","SOX12","SRY-box transcription factor 12"
"chr20",362374,362778,405,"*","MYC_A549_peak_5342",728,".",21.0506,77.6715,72.8511,225,"Promoter (<=1kb)",20,362835,397559,34725,1,"57761","ENST00000615226.5",-57,"ENSG00000101255","TRIB3","tribbles pseudokinase 3"
"chr20",1118504,1118670,167,"*","MYC_A549_peak_5343",98,".",3.64536,13.7787,9.82001,43,"Promoter (<=1kb)",20,1118598,1167328,48731,1,"9491","ENST00000246015.8",0,"ENSG00000125818","PSMF1","proteasome inhibitor subunit 1"
"chr20",1325335,1325572,238,"*","MYC_A549_peak_5344",160,".",5.53712,20.2072,16.0225,92,"Promoter (<=1kb)",20,1325400,1359863,34464,1,"100507495","ENST00000665859.2",0,"ENSG00000234684","SDCBP2-AS1","SDCBP2 antisense RNA 1"
"chr20",1392990,1393127,138,"*","MYC_A549_peak_5345",103,".",5.76675,14.2995,10.3116,94,"Promoter (<=1kb)",20,1317571,1393086,75516,2,"100528031","ENST00000618770.1",0,NA,"FKBP1A-SDCBP2","FKBP1A-SDCBP2 readthrough (NMD candidate)"
"chr20",1416083,1416329,247,"*","MYC_A549_peak_5346",128,".",7.80478,16.9335,12.8469,75,"Distal Intergenic",20,1373708,1393164,19457,2,"2280","ENST00000677533.1",-22919,"ENSG00000088832","FKBP1A","FKBP prolyl isomerase 1A"
"chr20",1466799,1467044,246,"*","MYC_A549_peak_5347",94,".",4.37738,13.3826,9.44055,74,"Promoter (<=1kb)",20,1442162,1466828,24667,2,"55968","ENST00000353088.6",0,"ENSG00000088833","NSFL1C","NSFL1 cofactor"
"chr20",1777307,1777491,185,"*","MYC_A549_peak_5348",30,".",3.38817,6.46191,3.01452,14,"Promoter (2-3kb)",20,1773365,1779746,6382,2,"100289473","ENST00000458670.1",2255,"ENSG00000293374","LOC100289473","cytoskeleton associated protein 2-like pseudogene"
"chr20",1809840,1809959,120,"*","MYC_A549_peak_5349",62,".",6.19762,9.96097,6.21526,45,"Promoter (<=1kb)",20,1733180,1810651,77472,2,"124904858","ENST00000702291.1",692,NA,"LOC124904858","uncharacterized LOC124904858"
"chr20",1811340,1811458,119,"*","MYC_A549_peak_5350",52,".",5.58682,8.96701,5.28423,76,"Promoter (<=1kb)",20,1729038,1810849,81812,2,"124904858","ENST00000671643.1",-491,NA,"LOC124904858","uncharacterized LOC124904858"
"chr20",1813198,1813385,188,"*","MYC_A549_peak_5351",102,".",7.72462,14.1979,10.2218,89,"Promoter (2-3kb)",20,1729038,1810849,81812,2,"124904858","ENST00000671643.1",-2349,NA,"LOC124904858","uncharacterized LOC124904858"
"chr20",1830403,1830532,130,"*","MYC_A549_peak_5352",44,".",5.28141,8.00258,4.40735,87,"Distal Intergenic",20,1729038,1810849,81812,2,"124904858","ENST00000671643.1",-19554,NA,"LOC124904858","uncharacterized LOC124904858"
"chr20",1877089,1877261,173,"*","MYC_A549_peak_5353",143,".",8.58038,18.4988,14.3643,74,"Distal Intergenic",20,1888128,1891202,3075,2,"102724545","ENST00000620919.1",13941,NA,"LOC102724545","uncharacterized LOC102724545"
"chr20",1900491,1900601,111,"*","MYC_A549_peak_5354",25,".",4.19913,5.86499,2.50663,23,"Intron (ENST00000400068.7/140885, intron 2 of 8)",20,1895407,1940592,45186,1,"140885","ENST00000358771.5",5084,"ENSG00000198053","SIRPA","signal regulatory protein alpha"
"chr20",1920462,1920607,146,"*","MYC_A549_peak_5355",44,".",5.28141,8.00258,4.40735,65,"Intron (ENST00000400068.7/140885, intron 3 of 8)",20,1895407,1940592,45186,1,"140885","ENST00000358771.5",25055,"ENSG00000198053","SIRPA","signal regulatory protein alpha"
"chr20",1965682,1965939,258,"*","MYC_A549_peak_5356",284,".",9.47792,32.8153,28.4152,130,"Promoter (<=1kb)",20,1965869,2030028,64160,1,"727993","ENST00000651021.1",0,"ENSG00000233896","PDYN-AS1","PDYN antisense RNA 1"
"chr20",2005977,2006076,100,"*","MYC_A549_peak_5357",39,".",4.95206,7.48106,3.94549,34,"Intron (ENST00000446562.1/727993, intron 3 of 3)",20,1980732,1994285,13554,2,"5173","ENST00000651882.1",-11692,"ENSG00000101327","PDYN","prodynorphin"
"chr20",2101954,2102079,126,"*","MYC_A549_peak_5358",47,".",3.90361,8.40735,4.78945,31,"Promoter (<=1kb)",20,2101827,2148555,46729,1,"140901","ENST00000381482.8",127,"ENSG00000125834","STK35","serine/threonine kinase 35"
"chr20",2103188,2103312,125,"*","MYC_A549_peak_5359",23,".",4.06368,5.6503,2.31513,36,"Promoter (<=1kb)",20,2102891,2177038,74148,1,"140901","ENST00000493263.1",297,"ENSG00000125834","STK35","serine/threonine kinase 35"
"chr20",2103376,2103484,109,"*","MYC_A549_peak_5360",15,".",3.34264,4.79185,1.57805,21,"Promoter (<=1kb)",20,2102891,2177038,74148,1,"140901","ENST00000493263.1",485,"ENSG00000125834","STK35","serine/threonine kinase 35"
"chr20",2303796,2303990,195,"*","MYC_A549_peak_5361",158,".",9.86243,19.9868,15.8076,113,"Intron (ENST00000651531.1/7053, intron 2 of 13)",20,2296001,2341079,45079,1,"7053","ENST00000381458.6",7795,"ENSG00000125780","TGM3","transglutaminase 3"
"chr20",2454774,2455008,235,"*","MYC_A549_peak_5362",91,".",7.41922,13.1024,9.1716,160,"Distal Intergenic",20,2461685,2464727,3043,2,"6628","ENST00000688450.1",9719,"ENSG00000125835","SNRPB","small nuclear ribonucleoprotein polypeptides B and B1"
"chr20",2470100,2470321,222,"*","MYC_A549_peak_5363",109,".",6.72078,14.915,10.9075,148,"Promoter (<=1kb)",20,2461660,2470732,9073,2,"6628","ENST00000474384.2",411,"ENSG00000125835","SNRPB","small nuclear ribonucleoprotein polypeptides B and B1"
"chr20",2470481,2470904,424,"*","MYC_A549_peak_5364",92,".",3.49542,13.1377,9.20595,329,"Promoter (<=1kb)",20,2461634,2470853,9220,2,"6628","ENST00000438552.6",0,"ENSG00000125835","SNRPB","small nuclear ribonucleoprotein polypeptides B and B1"
"chr20",2508738,2508906,169,"*","MYC_A549_peak_5365",37,".",3.91511,7.26625,3.74255,128,"Promoter (<=1kb)",20,2492699,2508901,16203,2,"79175","ENST00000421216.1",0,"ENSG00000088876","ZNF343","zinc finger protein 343"
"chr20",2651713,2652158,446,"*","MYC_A549_peak_5366",362,".",12.4273,40.6812,36.2056,151,"Promoter (<=1kb)",20,2652593,2658039,5447,1,"10528","ENST00000651302.1",-435,"ENSG00000101361","NOP56","NOP56 ribonucleoprotein"
"chr20",2652287,2653147,861,"*","MYC_A549_peak_5367",233,".",7.76941,27.7107,23.3775,373,"Promoter (<=1kb)",20,2652777,2652842,66,1,"100302138","ENST00000408135.1",0,"ENSG00000284481","MIR1292","microRNA 1292"
"chr20",2751024,2751182,159,"*","MYC_A549_peak_5368",123,".",8.64082,16.4541,12.3805,93,"Promoter (1-2kb)",20,2752496,2760108,7613,1,"57593","ENST00000481662.2",-1314,"ENSG00000088881","EBF4","EBF family member 4"
"chr20",2873339,2873590,252,"*","MYC_A549_peak_5369",29,".",3.121,6.41011,2.96851,107,"Promoter (<=1kb)",20,2873420,3005104,131685,1,"5786","ENST00000455631.5",0,"ENSG00000132670","PTPRA","protein tyrosine phosphatase receptor type A"
"chr20",3045894,3046224,331,"*","MYC_A549_peak_5370",96,".",6.24199,13.5895,9.63629,148,"Promoter (<=1kb)",20,3046052,3048250,2199,1,"64949","ENST00000380325.4",0,"ENSG00000125901","MRPS26","mitochondrial ribosomal protein S26"
"chr20",3209522,3209846,325,"*","MYC_A549_peak_5371",173,".",7.31307,21.584,17.3656,156,"Promoter (<=1kb)",20,3209525,3223870,14346,1,"3704","ENST00000399838.3",0,"ENSG00000125877","ITPA","inosine triphosphatase"
"chr20",3407819,3407929,111,"*","MYC_A549_peak_5372",79,".",5.66212,11.7967,7.9471,50,"Promoter (<=1kb)",20,3249306,3407669,158364,2,"25943","ENST00000252032.10",-150,"ENSG00000088854","DNAAF9","dynein axonemal assembly factor 9"
"chr20",3470905,3471055,151,"*","MYC_A549_peak_5373",40,".",3.56685,7.60524,4.04875,70,"Promoter (<=1kb)",20,3471018,3651118,180101,1,"8455","ENST00000262919.10",0,"ENSG00000088812","ATRN","attractin"
"chr20",3749935,3750298,364,"*","MYC_A549_peak_5374",44,".",5.28141,8.00258,4.40735,228,"Exon (ENST00000254963.7/116835, exon 11 of 13)",20,3753508,3758678,5171,2,"54976","ENST00000399683.7",8380,"ENSG00000101220","ADISSP","adipose secreted signaling protein"
